SiteCode,TimePoint,NO2_obs
1047A,2019/1/15 1:00,88
1048A,2019/1/15 1:00,74
1049A,2019/1/15 1:00,86
1050A,2019/1/15 1:00,93
1051A,2019/1/15 1:00,10
1052A,2019/1/15 1:00,14
1053A,2019/1/15 1:00,9
1054A,2019/1/15 1:00,14
1055A,2019/1/15 1:00,7
1056A,2019/1/15 1:00,9
1057A,2019/1/15 1:00,5
1059A,2019/1/15 1:00,8
1060A,2019/1/15 1:00,5
1061A,2019/1/15 1:00,2
1062A,2019/1/15 1:00,5
1064A,2019/1/15 1:00,4
1065A,2019/1/15 1:00,5
1066A,2019/1/15 1:00,4
1067A,2019/1/15 1:00,10
1068A,2019/1/15 1:00,16
1070A,2019/1/15 1:00,18
1072A,2019/1/15 1:00,11
1073A,2019/1/15 1:00,16
1074A,2019/1/15 1:00,84
1075A,2019/1/15 1:00,86
1077A,2019/1/15 1:00,85
1078A,2019/1/15 1:00,113
1079A,2019/1/15 1:00,97
1080A,2019/1/15 1:00,114
1081A,2019/1/15 1:00,19
1083A,2019/1/15 1:00,22
1084A,2019/1/15 1:00,29
1085A,2019/1/15 1:00,26
1086A,2019/1/15 1:00,21
1087A,2019/1/15 1:00,25
1088A,2019/1/15 1:00,16
1089A,2019/1/15 1:00,32
1090A,2019/1/15 1:00,7
1091A,2019/1/15 1:00,15
1092A,2019/1/15 1:00,5
1093A,2019/1/15 1:00,5
1094A,2019/1/15 1:00,9
1095A,2019/1/15 1:00,10
1096A,2019/1/15 1:00,9
1097A,2019/1/15 1:00,21
1098A,2019/1/15 1:00,7
1099A,2019/1/15 1:00,12
1100A,2019/1/15 1:00,18
1102A,2019/1/15 1:00,13
1103A,2019/1/15 1:00,27
1104A,2019/1/15 1:00,20
1105A,2019/1/15 1:00,14
1106A,2019/1/15 1:00,18
1108A,2019/1/15 1:00,18
1109A,2019/1/15 1:00,46
1110A,2019/1/15 1:00,40
1111A,2019/1/15 1:00,44
1112A,2019/1/15 1:00,51
1113A,2019/1/15 1:00,28
1114A,2019/1/15 1:00,42
1115A,2019/1/15 1:00,45
1116A,2019/1/15 1:00,57
1117A,2019/1/15 1:00,53
1118A,2019/1/15 1:00,44
1119A,2019/1/15 1:00,21
1120A,2019/1/15 1:00,20
1121A,2019/1/15 1:00,28
1122A,2019/1/15 1:00,20
1123A,2019/1/15 1:00,20
1124A,2019/1/15 1:00,24
1125A,2019/1/15 1:00,18
1126A,2019/1/15 1:00,21
1127A,2019/1/15 1:00,16
1128A,2019/1/15 1:00,27
1129A,2019/1/15 1:00,70
1130A,2019/1/15 1:00,65
1131A,2019/1/15 1:00,43
1132A,2019/1/15 1:00,53
1133A,2019/1/15 1:00,58
1134A,2019/1/15 1:00,60
1135A,2019/1/15 1:00,60
1136A,2019/1/15 1:00,54
1137A,2019/1/15 1:00,58
1138A,2019/1/15 1:00,55
1139A,2019/1/15 1:00,44
1140A,2019/1/15 1:00,60
1141A,2019/1/15 1:00,82
1142A,2019/1/15 1:00,49
1143A,2019/1/15 1:00,72
1144A,2019/1/15 1:00,66
1145A,2019/1/15 1:00,57
1146A,2019/1/15 1:00,55
1147A,2019/1/15 1:00,78
1148A,2019/1/15 1:00,39
1149A,2019/1/15 1:00,67
1150A,2019/1/15 1:00,62
1151A,2019/1/15 1:00,48
1152A,2019/1/15 1:00,61
1153A,2019/1/15 1:00,66
1154A,2019/1/15 1:00,65
1155A,2019/1/15 1:00,35
1156A,2019/1/15 1:00,52
1157A,2019/1/15 1:00,38
1158A,2019/1/15 1:00,68
1159A,2019/1/15 1:00,62
1160A,2019/1/15 1:00,51
1161A,2019/1/15 1:00,58
1162A,2019/1/15 1:00,41
1163A,2019/1/15 1:00,40
1164A,2019/1/15 1:00,56
1165A,2019/1/15 1:00,61
1166A,2019/1/15 1:00,48
1167A,2019/1/15 1:00,35
1168A,2019/1/15 1:00,32
1169A,2019/1/15 1:00,38
1170A,2019/1/15 1:00,23
1171A,2019/1/15 1:00,55
1172A,2019/1/15 1:00,34
1173A,2019/1/15 1:00,105
1177A,2019/1/15 1:00,52
1178A,2019/1/15 1:00,58
1180A,2019/1/15 1:00,61
1181A,2019/1/15 1:00,70
1182A,2019/1/15 1:00,74
1186A,2019/1/15 1:00,41
1188A,2019/1/15 1:00,58
1189A,2019/1/15 1:00,76
1190A,2019/1/15 1:00,51
1191A,2019/1/15 1:00,50
1192A,2019/1/15 1:00,67
1193A,2019/1/15 1:00,64
1194A,2019/1/15 1:00,54
1195A,2019/1/15 1:00,55
1196A,2019/1/15 1:00,63
1200A,2019/1/15 1:00,68
1201A,2019/1/15 1:00,64
1203A,2019/1/15 1:00,51
1204A,2019/1/15 1:00,63
1205A,2019/1/15 1:00,67
1206A,2019/1/15 1:00,43
1207A,2019/1/15 1:00,40
1209A,2019/1/15 1:00,47
1210A,2019/1/15 1:00,64
1211A,2019/1/15 1:00,77
1212A,2019/1/15 1:00,58
1213A,2019/1/15 1:00,65
1214A,2019/1/15 1:00,72
1215A,2019/1/15 1:00,66
1216A,2019/1/15 1:00,85
1218A,2019/1/15 1:00,63
1220A,2019/1/15 1:00,45
1221A,2019/1/15 1:00,50
1223A,2019/1/15 1:00,61
1225A,2019/1/15 1:00,20
1226A,2019/1/15 1:00,74
1227A,2019/1/15 1:00,60
1228A,2019/1/15 1:00,68
1229A,2019/1/15 1:00,76
1230A,2019/1/15 1:00,66
1231A,2019/1/15 1:00,72
1232A,2019/1/15 1:00,66
1233A,2019/1/15 1:00,70
1234A,2019/1/15 1:00,74
1235A,2019/1/15 1:00,66
1236A,2019/1/15 1:00,83
1237A,2019/1/15 1:00,69
1239A,2019/1/15 1:00,65
1240A,2019/1/15 1:00,73
1241A,2019/1/15 1:00,60
1242A,2019/1/15 1:00,55
1243A,2019/1/15 1:00,47
1244A,2019/1/15 1:00,53
1245A,2019/1/15 1:00,30
1246A,2019/1/15 1:00,52
1247A,2019/1/15 1:00,62
1250A,2019/1/15 1:00,81
1252A,2019/1/15 1:00,67
1253A,2019/1/15 1:00,57
1255A,2019/1/15 1:00,16
1256A,2019/1/15 1:00,50
1257A,2019/1/15 1:00,48
1258A,2019/1/15 1:00,28
1259A,2019/1/15 1:00,10
1260A,2019/1/15 1:00,19
1262A,2019/1/15 1:00,54
1263A,2019/1/15 1:00,49
1264A,2019/1/15 1:00,49
1265A,2019/1/15 1:00,45
1266A,2019/1/15 1:00,47
1267A,2019/1/15 1:00,31
1268A,2019/1/15 1:00,36
1270A,2019/1/15 1:00,40
1271A,2019/1/15 1:00,42
1272A,2019/1/15 1:00,36
1273A,2019/1/15 1:00,49
1274A,2019/1/15 1:00,43
1275A,2019/1/15 1:00,49
1276A,2019/1/15 1:00,45
1277A,2019/1/15 1:00,56
1278A,2019/1/15 1:00,61
1279A,2019/1/15 1:00,48
1280A,2019/1/15 1:00,8
1282A,2019/1/15 1:00,55
1283A,2019/1/15 1:00,42
1284A,2019/1/15 1:00,49
1285A,2019/1/15 1:00,38
1286A,2019/1/15 1:00,11
1287A,2019/1/15 1:00,21
1288A,2019/1/15 1:00,20
1290A,2019/1/15 1:00,35
1291A,2019/1/15 1:00,45
1292A,2019/1/15 1:00,10
1293A,2019/1/15 1:00,21
1294A,2019/1/15 1:00,33
1295A,2019/1/15 1:00,35
1296A,2019/1/15 1:00,19
1298A,2019/1/15 1:00,15
1299A,2019/1/15 1:00,76
1300A,2019/1/15 1:00,85
1301A,2019/1/15 1:00,99
1302A,2019/1/15 1:00,82
1303A,2019/1/15 1:00,90
1304A,2019/1/15 1:00,83
1305A,2019/1/15 1:00,86
1306A,2019/1/15 1:00,89
1307A,2019/1/15 1:00,38
1308A,2019/1/15 1:00,117
1309A,2019/1/15 1:00,128
1310A,2019/1/15 1:00,123
1311A,2019/1/15 1:00,111
1312A,2019/1/15 1:00,125
1313A,2019/1/15 1:00,104
1314A,2019/1/15 1:00,120
1315A,2019/1/15 1:00,131
1316A,2019/1/15 1:00,85
1317A,2019/1/15 1:00,106
1318A,2019/1/15 1:00,74
1319A,2019/1/15 1:00,104
1320A,2019/1/15 1:00,59
1321A,2019/1/15 1:00,71
1322A,2019/1/15 1:00,92
1323A,2019/1/15 1:00,96
1324A,2019/1/15 1:00,61
1325A,2019/1/15 1:00,50
1326A,2019/1/15 1:00,37
1327A,2019/1/15 1:00,39
1328A,2019/1/15 1:00,41
1329A,2019/1/15 1:00,34
1330A,2019/1/15 1:00,33
1331A,2019/1/15 1:00,36
1333A,2019/1/15 1:00,37
1334A,2019/1/15 1:00,21
1336A,2019/1/15 1:00,23
1337A,2019/1/15 1:00,39
1338A,2019/1/15 1:00,24
1339A,2019/1/15 1:00,30
1340A,2019/1/15 1:00,22
1341A,2019/1/15 1:00,32
1342A,2019/1/15 1:00,25
1343A,2019/1/15 1:00,26
1344A,2019/1/15 1:00,24
1345A,2019/1/15 1:00,113
1346A,2019/1/15 1:00,117
1348A,2019/1/15 1:00,110
1349A,2019/1/15 1:00,102
1350A,2019/1/15 1:00,120
1351A,2019/1/15 1:00,79
1352A,2019/1/15 1:00,113
1353A,2019/1/15 1:00,46
1354A,2019/1/15 1:00,73
1355A,2019/1/15 1:00,16
1356A,2019/1/15 1:00,20
1357A,2019/1/15 1:00,22
1358A,2019/1/15 1:00,26
1359A,2019/1/15 1:00,18
1360A,2019/1/15 1:00,20
1361A,2019/1/15 1:00,15
1362A,2019/1/15 1:00,44
1363A,2019/1/15 1:00,4
1364A,2019/1/15 1:00,16
1365A,2019/1/15 1:00,10
1366A,2019/1/15 1:00,41
1367A,2019/1/15 1:00,34
1368A,2019/1/15 1:00,27
1369A,2019/1/15 1:00,32
1370A,2019/1/15 1:00,33
1371A,2019/1/15 1:00,120
1372A,2019/1/15 1:00,114
1373A,2019/1/15 1:00,122
1374A,2019/1/15 1:00,113
1375A,2019/1/15 1:00,114
1376A,2019/1/15 1:00,67
1377A,2019/1/15 1:00,75
1378A,2019/1/15 1:00,47
1379A,2019/1/15 1:00,61
1380A,2019/1/15 1:00,58
1381A,2019/1/15 1:00,41
1382A,2019/1/15 1:00,27
1383A,2019/1/15 1:00,100
1384A,2019/1/15 1:00,96
1385A,2019/1/15 1:00,72
1386A,2019/1/15 1:00,88
1387A,2019/1/15 1:00,161
1388A,2019/1/15 1:00,130
1389A,2019/1/15 1:00,156
1390A,2019/1/15 1:00,109
1391A,2019/1/15 1:00,113
1392A,2019/1/15 1:00,41
1393A,2019/1/15 1:00,51
1394A,2019/1/15 1:00,38
1395A,2019/1/15 1:00,25
1396A,2019/1/15 1:00,27
1397A,2019/1/15 1:00,51
1398A,2019/1/15 1:00,72
1399A,2019/1/15 1:00,28
1400A,2019/1/15 1:00,40
1508A,2019/1/15 1:00,21
1511A,2019/1/15 1:00,26
1512A,2019/1/15 1:00,28
1513A,2019/1/15 1:00,36
1514A,2019/1/15 1:00,33
1515A,2019/1/15 1:00,46
1518A,2019/1/15 1:00,54
1519A,2019/1/15 1:00,47
1520A,2019/1/15 1:00,48
1524A,2019/1/15 1:00,56
1559A,2019/1/15 1:00,39
1562A,2019/1/15 1:00,32
1564A,2019/1/15 1:00,15
1596A,2019/1/15 1:00,15
1597A,2019/1/15 1:00,12
1598A,2019/1/15 1:00,11
1599A,2019/1/15 1:00,11
1600A,2019/1/15 1:00,32
1601A,2019/1/15 1:00,42
1602A,2019/1/15 1:00,20
1603A,2019/1/15 1:00,56
1604A,2019/1/15 1:00,11
1605A,2019/1/15 1:00,8
1606A,2019/1/15 1:00,18
1607A,2019/1/15 1:00,14
1608A,2019/1/15 1:00,8
1609A,2019/1/15 1:00,17
1610A,2019/1/15 1:00,6
1611A,2019/1/15 1:00,20
1612A,2019/1/15 1:00,29
1613A,2019/1/15 1:00,32
1614A,2019/1/15 1:00,13
1616A,2019/1/15 1:00,80
1618A,2019/1/15 1:00,102
1619A,2019/1/15 1:00,99
1620A,2019/1/15 1:00,84
1621A,2019/1/15 1:00,100
1622A,2019/1/15 1:00,69
1624A,2019/1/15 1:00,68
1625A,2019/1/15 1:00,79
1627A,2019/1/15 1:00,70
1628A,2019/1/15 1:00,86
1629A,2019/1/15 1:00,86
1630A,2019/1/15 1:00,88
1631A,2019/1/15 1:00,87
1632A,2019/1/15 1:00,81
1633A,2019/1/15 1:00,93
1634A,2019/1/15 1:00,86
1635A,2019/1/15 1:00,84
1636A,2019/1/15 1:00,81
1637A,2019/1/15 1:00,61
1638A,2019/1/15 1:00,69
1639A,2019/1/15 1:00,80
1640A,2019/1/15 1:00,51
1641A,2019/1/15 1:00,67
1642A,2019/1/15 1:00,64
1643A,2019/1/15 1:00,41
1644A,2019/1/15 1:00,52
1645A,2019/1/15 1:00,53
1646A,2019/1/15 1:00,55
1648A,2019/1/15 1:00,110
1650A,2019/1/15 1:00,111
1652A,2019/1/15 1:00,103
1653A,2019/1/15 1:00,86
1654A,2019/1/15 1:00,78
1655A,2019/1/15 1:00,80
1656A,2019/1/15 1:00,92
1657A,2019/1/15 1:00,63
1658A,2019/1/15 1:00,98
1659A,2019/1/15 1:00,94
1660A,2019/1/15 1:00,104
1661A,2019/1/15 1:00,93
1662A,2019/1/15 1:00,21
1663A,2019/1/15 1:00,35
1665A,2019/1/15 1:00,99
1666A,2019/1/15 1:00,89
1667A,2019/1/15 1:00,84
1669A,2019/1/15 1:00,40
1670A,2019/1/15 1:00,37
1671A,2019/1/15 1:00,42
1672A,2019/1/15 1:00,27
1673A,2019/1/15 1:00,28
1674A,2019/1/15 1:00,25
1675A,2019/1/15 1:00,18
1676A,2019/1/15 1:00,21
1677A,2019/1/15 1:00,27
1678A,2019/1/15 1:00,20
1679A,2019/1/15 1:00,32
1690A,2019/1/15 1:00,55
1691A,2019/1/15 1:00,57
1692A,2019/1/15 1:00,47
1693A,2019/1/15 1:00,16
1694A,2019/1/15 1:00,19
1695A,2019/1/15 1:00,11
1696A,2019/1/15 1:00,36
1697A,2019/1/15 1:00,49
1698A,2019/1/15 1:00,31
1702A,2019/1/15 1:00,38
1703A,2019/1/15 1:00,60
1705A,2019/1/15 1:00,31
1706A,2019/1/15 1:00,26
1708A,2019/1/15 1:00,24
1709A,2019/1/15 1:00,53
1710A,2019/1/15 1:00,42
1711A,2019/1/15 1:00,36
1712A,2019/1/15 1:00,37
1713A,2019/1/15 1:00,59
1714A,2019/1/15 1:00,70
1718A,2019/1/15 1:00,48
1719A,2019/1/15 1:00,45
1720A,2019/1/15 1:00,40
1721A,2019/1/15 1:00,4
1723A,2019/1/15 1:00,6
1724A,2019/1/15 1:00,8
1725A,2019/1/15 1:00,11
1726A,2019/1/15 1:00,3
1727A,2019/1/15 1:00,57
1728A,2019/1/15 1:00,52
1730A,2019/1/15 1:00,56
1731A,2019/1/15 1:00,68
1733A,2019/1/15 1:00,16
1734A,2019/1/15 1:00,22
1735A,2019/1/15 1:00,21
1736A,2019/1/15 1:00,21
1737A,2019/1/15 1:00,28
1739A,2019/1/15 1:00,32
1740A,2019/1/15 1:00,16
1741A,2019/1/15 1:00,14
1742A,2019/1/15 1:00,4
1743A,2019/1/15 1:00,11
1744A,2019/1/15 1:00,8
1745A,2019/1/15 1:00,10
1746A,2019/1/15 1:00,2
1748A,2019/1/15 1:00,16
1749A,2019/1/15 1:00,35
1750A,2019/1/15 1:00,15
1751A,2019/1/15 1:00,9
1752A,2019/1/15 1:00,17
1753A,2019/1/15 1:00,29
1754A,2019/1/15 1:00,28
1755A,2019/1/15 1:00,14
1756A,2019/1/15 1:00,12
1757A,2019/1/15 1:00,19
1758A,2019/1/15 1:00,18
1759A,2019/1/15 1:00,22
1760A,2019/1/15 1:00,8
1761A,2019/1/15 1:00,24
1762A,2019/1/15 1:00,22
1763A,2019/1/15 1:00,16
1764A,2019/1/15 1:00,26
1765A,2019/1/15 1:00,30
1766A,2019/1/15 1:00,28
1767A,2019/1/15 1:00,6
1768A,2019/1/15 1:00,12
1769A,2019/1/15 1:00,8
1770A,2019/1/15 1:00,4
1771A,2019/1/15 1:00,8
1772A,2019/1/15 1:00,47
1773A,2019/1/15 1:00,45
1774A,2019/1/15 1:00,46
1775A,2019/1/15 1:00,52
1776A,2019/1/15 1:00,48
1778A,2019/1/15 1:00,34
1779A,2019/1/15 1:00,5
1780A,2019/1/15 1:00,3
1781A,2019/1/15 1:00,11
1782A,2019/1/15 1:00,5
1783A,2019/1/15 1:00,16
1784A,2019/1/15 1:00,54
1785A,2019/1/15 1:00,54
1786A,2019/1/15 1:00,56
1787A,2019/1/15 1:00,43
1788A,2019/1/15 1:00,43
1789A,2019/1/15 1:00,8
1790A,2019/1/15 1:00,13
1791A,2019/1/15 1:00,18
1792A,2019/1/15 1:00,26
1793A,2019/1/15 1:00,12
1794A,2019/1/15 1:00,57
1795A,2019/1/15 1:00,55
1796A,2019/1/15 1:00,74
1797A,2019/1/15 1:00,64
1798A,2019/1/15 1:00,64
1799A,2019/1/15 1:00,74
1800A,2019/1/15 1:00,63
1801A,2019/1/15 1:00,66
1802A,2019/1/15 1:00,65
1803A,2019/1/15 1:00,37
1804A,2019/1/15 1:00,47
1805A,2019/1/15 1:00,37
1806A,2019/1/15 1:00,21
1808A,2019/1/15 1:00,49
1809A,2019/1/15 1:00,39
1810A,2019/1/15 1:00,8
1811A,2019/1/15 1:00,74
1812A,2019/1/15 1:00,51
1814A,2019/1/15 1:00,84
1815A,2019/1/15 1:00,85
1816A,2019/1/15 1:00,82
1817A,2019/1/15 1:00,60
1818A,2019/1/15 1:00,62
1819A,2019/1/15 1:00,68
1820A,2019/1/15 1:00,70
1822A,2019/1/15 1:00,70
1824A,2019/1/15 1:00,37
1825A,2019/1/15 1:00,45
1826A,2019/1/15 1:00,43
1828A,2019/1/15 1:00,88
1829A,2019/1/15 1:00,96
1830A,2019/1/15 1:00,38
1831A,2019/1/15 1:00,53
1832A,2019/1/15 1:00,61
1833A,2019/1/15 1:00,59
1834A,2019/1/15 1:00,61
1835A,2019/1/15 1:00,98
1836A,2019/1/15 1:00,97
1838A,2019/1/15 1:00,98
1839A,2019/1/15 1:00,43
1840A,2019/1/15 1:00,58
1841A,2019/1/15 1:00,40
1842A,2019/1/15 1:00,31
1843A,2019/1/15 1:00,37
1844A,2019/1/15 1:00,44
1845A,2019/1/15 1:00,48
1847A,2019/1/15 1:00,27
1848A,2019/1/15 1:00,38
1849A,2019/1/15 1:00,24
1850A,2019/1/15 1:00,21
1851A,2019/1/15 1:00,21
1852A,2019/1/15 1:00,23
1854A,2019/1/15 1:00,35
1857A,2019/1/15 1:00,27
1862A,2019/1/15 1:00,16
1959A,2019/1/15 1:00,118
1960A,2019/1/15 1:00,118
1961A,2019/1/15 1:00,76
1962A,2019/1/15 1:00,87
1963A,2019/1/15 1:00,129
1964A,2019/1/15 1:00,129
1965A,2019/1/15 1:00,110
1966A,2019/1/15 1:00,53
1968A,2019/1/15 1:00,109
1969A,2019/1/15 1:00,75
1970A,2019/1/15 1:00,60
1971A,2019/1/15 1:00,80
1972A,2019/1/15 1:00,72
1973A,2019/1/15 1:00,49
1974A,2019/1/15 1:00,44
1975A,2019/1/15 1:00,53
1976A,2019/1/15 1:00,54
1978A,2019/1/15 1:00,75
1979A,2019/1/15 1:00,41
1980A,2019/1/15 1:00,48
1981A,2019/1/15 1:00,29
1982A,2019/1/15 1:00,49
1983A,2019/1/15 1:00,39
1984A,2019/1/15 1:00,49
1985A,2019/1/15 1:00,85
1987A,2019/1/15 1:00,58
1988A,2019/1/15 1:00,52
1989A,2019/1/15 1:00,53
1990A,2019/1/15 1:00,55
1991A,2019/1/15 1:00,32
1992A,2019/1/15 1:00,48
1993A,2019/1/15 1:00,45
1994A,2019/1/15 1:00,52
1995A,2019/1/15 1:00,63
1996A,2019/1/15 1:00,39
1997A,2019/1/15 1:00,46
1998A,2019/1/15 1:00,43
1999A,2019/1/15 1:00,70
2000A,2019/1/15 1:00,70
2001A,2019/1/15 1:00,52
2002A,2019/1/15 1:00,90
2003A,2019/1/15 1:00,100
2004A,2019/1/15 1:00,36
2006A,2019/1/15 1:00,61
2007A,2019/1/15 1:00,63
2008A,2019/1/15 1:00,23
2010A,2019/1/15 1:00,36
2013A,2019/1/15 1:00,33
2014A,2019/1/15 1:00,57
2015A,2019/1/15 1:00,56
2017A,2019/1/15 1:00,54
2018A,2019/1/15 1:00,32
2019A,2019/1/15 1:00,36
2031A,2019/1/15 1:00,40
2054A,2019/1/15 1:00,40
2064A,2019/1/15 1:00,31
2065A,2019/1/15 1:00,34
2066A,2019/1/15 1:00,41
2067A,2019/1/15 1:00,34
2068A,2019/1/15 1:00,38
2069A,2019/1/15 1:00,38
2070A,2019/1/15 1:00,38
2074A,2019/1/15 1:00,44
2075A,2019/1/15 1:00,45
2160A,2019/1/15 1:00,70
2161A,2019/1/15 1:00,68
2162A,2019/1/15 1:00,78
2163A,2019/1/15 1:00,69
2164A,2019/1/15 1:00,61
2165A,2019/1/15 1:00,48
2166A,2019/1/15 1:00,14
2167A,2019/1/15 1:00,27
2168A,2019/1/15 1:00,16
2169A,2019/1/15 1:00,17
2170A,2019/1/15 1:00,19
2171A,2019/1/15 1:00,26
2173A,2019/1/15 1:00,17
2174A,2019/1/15 1:00,27
2179A,2019/1/15 1:00,69
2180A,2019/1/15 1:00,7
2181A,2019/1/15 1:00,16
2182A,2019/1/15 1:00,15
2189A,2019/1/15 1:00,6
2190A,2019/1/15 1:00,9
2191A,2019/1/15 1:00,3
2192A,2019/1/15 1:00,5
2197A,2019/1/15 1:00,7
2200A,2019/1/15 1:00,8
2201A,2019/1/15 1:00,2
2202A,2019/1/15 1:00,20
2203A,2019/1/15 1:00,13
2207A,2019/1/15 1:00,5
2208A,2019/1/15 1:00,3
2209A,2019/1/15 1:00,5
2210A,2019/1/15 1:00,2
2211A,2019/1/15 1:00,6
2212A,2019/1/15 1:00,10
2213A,2019/1/15 1:00,9
2214A,2019/1/15 1:00,12
2215A,2019/1/15 1:00,5
2216A,2019/1/15 1:00,21
2217A,2019/1/15 1:00,10
2218A,2019/1/15 1:00,12
2219A,2019/1/15 1:00,8
2220A,2019/1/15 1:00,8
2221A,2019/1/15 1:00,7
2222A,2019/1/15 1:00,4
2223A,2019/1/15 1:00,4
2224A,2019/1/15 1:00,15
2225A,2019/1/15 1:00,19
2226A,2019/1/15 1:00,13
2227A,2019/1/15 1:00,17
2228A,2019/1/15 1:00,17
2229A,2019/1/15 1:00,17
2230A,2019/1/15 1:00,23
2231A,2019/1/15 1:00,36
2232A,2019/1/15 1:00,54
2233A,2019/1/15 1:00,6
2234A,2019/1/15 1:00,6
2235A,2019/1/15 1:00,6
2236A,2019/1/15 1:00,8
2237A,2019/1/15 1:00,39
2238A,2019/1/15 1:00,60
2239A,2019/1/15 1:00,28
2241A,2019/1/15 1:00,54
2242A,2019/1/15 1:00,45
2243A,2019/1/15 1:00,63
2244A,2019/1/15 1:00,15
2245A,2019/1/15 1:00,22
2246A,2019/1/15 1:00,47
2247A,2019/1/15 1:00,29
2248A,2019/1/15 1:00,38
2249A,2019/1/15 1:00,31
2250A,2019/1/15 1:00,42
2251A,2019/1/15 1:00,23
2252A,2019/1/15 1:00,50
2253A,2019/1/15 1:00,35
2255A,2019/1/15 1:00,40
2256A,2019/1/15 1:00,50
2257A,2019/1/15 1:00,43
2258A,2019/1/15 1:00,64
2259A,2019/1/15 1:00,21
2260A,2019/1/15 1:00,60
2261A,2019/1/15 1:00,61
2262A,2019/1/15 1:00,12
2266A,2019/1/15 1:00,49
2267A,2019/1/15 1:00,35
2270A,2019/1/15 1:00,55
2271A,2019/1/15 1:00,60
2272A,2019/1/15 1:00,60
2273A,2019/1/15 1:00,54
2274A,2019/1/15 1:00,56
2275A,2019/1/15 1:00,65
2277A,2019/1/15 1:00,24
2278A,2019/1/15 1:00,28
2279A,2019/1/15 1:00,47
2280A,2019/1/15 1:00,30
2281A,2019/1/15 1:00,5
2282A,2019/1/15 1:00,57
2283A,2019/1/15 1:00,65
2284A,2019/1/15 1:00,63
2285A,2019/1/15 1:00,56
2286A,2019/1/15 1:00,40
2287A,2019/1/15 1:00,40
2288A,2019/1/15 1:00,52
2289A,2019/1/15 1:00,66
2290A,2019/1/15 1:00,45
2291A,2019/1/15 1:00,62
2292A,2019/1/15 1:00,44
2295A,2019/1/15 1:00,23
2296A,2019/1/15 1:00,22
2297A,2019/1/15 1:00,33
2298A,2019/1/15 1:00,31
2299A,2019/1/15 1:00,36
2300A,2019/1/15 1:00,33
2301A,2019/1/15 1:00,50
2303A,2019/1/15 1:00,48
2305A,2019/1/15 1:00,47
2306A,2019/1/15 1:00,64
2307A,2019/1/15 1:00,26
2308A,2019/1/15 1:00,50
2309A,2019/1/15 1:00,53
2310A,2019/1/15 1:00,39
2311A,2019/1/15 1:00,50
2312A,2019/1/15 1:00,51
2314A,2019/1/15 1:00,57
2315A,2019/1/15 1:00,58
2316A,2019/1/15 1:00,67
2317A,2019/1/15 1:00,66
2318A,2019/1/15 1:00,89
2319A,2019/1/15 1:00,16
2320A,2019/1/15 1:00,14
2321A,2019/1/15 1:00,27
2322A,2019/1/15 1:00,25
2323A,2019/1/15 1:00,14
2324A,2019/1/15 1:00,31
2325A,2019/1/15 1:00,26
2326A,2019/1/15 1:00,22
2327A,2019/1/15 1:00,17
2331A,2019/1/15 1:00,5
2332A,2019/1/15 1:00,12
2333A,2019/1/15 1:00,8
2334A,2019/1/15 1:00,15
2335A,2019/1/15 1:00,50
2336A,2019/1/15 1:00,39
2337A,2019/1/15 1:00,29
2338A,2019/1/15 1:00,22
2339A,2019/1/15 1:00,28
2340A,2019/1/15 1:00,41
2341A,2019/1/15 1:00,54
2342A,2019/1/15 1:00,13
2343A,2019/1/15 1:00,18
2344A,2019/1/15 1:00,16
2345A,2019/1/15 1:00,29
2346A,2019/1/15 1:00,21
2347A,2019/1/15 1:00,25
2348A,2019/1/15 1:00,27
2349A,2019/1/15 1:00,34
2350A,2019/1/15 1:00,29
2351A,2019/1/15 1:00,29
2352A,2019/1/15 1:00,27
2353A,2019/1/15 1:00,26
2354A,2019/1/15 1:00,44
2355A,2019/1/15 1:00,36
2356A,2019/1/15 1:00,36
2357A,2019/1/15 1:00,23
2358A,2019/1/15 1:00,31
2359A,2019/1/15 1:00,25
2360A,2019/1/15 1:00,30
2361A,2019/1/15 1:00,29
2362A,2019/1/15 1:00,12
2363A,2019/1/15 1:00,17
2364A,2019/1/15 1:00,15
2365A,2019/1/15 1:00,16
2366A,2019/1/15 1:00,16
2367A,2019/1/15 1:00,25
2368A,2019/1/15 1:00,13
2369A,2019/1/15 1:00,21
2370A,2019/1/15 1:00,20
2371A,2019/1/15 1:00,35
2373A,2019/1/15 1:00,44
2374A,2019/1/15 1:00,43
2375A,2019/1/15 1:00,40
2376A,2019/1/15 1:00,14
2377A,2019/1/15 1:00,21
2378A,2019/1/15 1:00,26
2379A,2019/1/15 1:00,30
2380A,2019/1/15 1:00,17
2381A,2019/1/15 1:00,36
2382A,2019/1/15 1:00,36
2383A,2019/1/15 1:00,39
2384A,2019/1/15 1:00,32
2385A,2019/1/15 1:00,78
2386A,2019/1/15 1:00,50
2387A,2019/1/15 1:00,74
2389A,2019/1/15 1:00,60
2390A,2019/1/15 1:00,75
2391A,2019/1/15 1:00,77
2392A,2019/1/15 1:00,68
2394A,2019/1/15 1:00,65
2395A,2019/1/15 1:00,69
2396A,2019/1/15 1:00,42
2398A,2019/1/15 1:00,42
2399A,2019/1/15 1:00,37
2400A,2019/1/15 1:00,36
2401A,2019/1/15 1:00,34
2402A,2019/1/15 1:00,39
2403A,2019/1/15 1:00,59
2404A,2019/1/15 1:00,65
2405A,2019/1/15 1:00,46
2406A,2019/1/15 1:00,76
2407A,2019/1/15 1:00,49
2408A,2019/1/15 1:00,37
