SiteCode,TimePoint,NO2_obs
2479A,2019/1/14 20:00,45
2480A,2019/1/14 20:00,35
2481A,2019/1/14 20:00,38
2487A,2019/1/14 20:00,3
2488A,2019/1/14 20:00,43
2489A,2019/1/14 20:00,38
2490A,2019/1/14 20:00,23
2491A,2019/1/14 20:00,37
2495A,2019/1/14 20:00,20
2496A,2019/1/14 20:00,39
2497A,2019/1/14 20:00,43
2498A,2019/1/14 20:00,33
2514A,2019/1/14 20:00,26
2515A,2019/1/14 20:00,20
2842A,2019/1/14 20:00,40
2845A,2019/1/14 20:00,47
2846A,2019/1/14 20:00,94
2858A,2019/1/14 20:00,110
2859A,2019/1/14 20:00,111
2860A,2019/1/14 20:00,97
2862A,2019/1/14 20:00,124
2865A,2019/1/14 20:00,85
2866A,2019/1/14 20:00,96
2868A,2019/1/14 20:00,106
2869A,2019/1/14 20:00,69
2870A,2019/1/14 20:00,59
2871A,2019/1/14 20:00,92
2872A,2019/1/14 20:00,60
2873A,2019/1/14 20:00,95
2874A,2019/1/14 20:00,55
2875A,2019/1/14 20:00,71
2877A,2019/1/14 20:00,107
2878A,2019/1/14 20:00,83
2897A,2019/1/14 20:00,60
2900A,2019/1/14 20:00,81
2907A,2019/1/14 20:00,90
2916A,2019/1/14 20:00,81
2919A,2019/1/14 20:00,94
2920A,2019/1/14 20:00,31
2921A,2019/1/14 20:00,61
2922A,2019/1/14 20:00,105
2923A,2019/1/14 20:00,14
2929A,2019/1/14 20:00,25
2994A,2019/1/14 20:00,58
2996A,2019/1/14 20:00,67
2997A,2019/1/14 20:00,36
3000A,2019/1/14 20:00,109
3002A,2019/1/14 20:00,98
3003A,2019/1/14 20:00,111
3004A,2019/1/14 20:00,82
3005A,2019/1/14 20:00,60
3006A,2019/1/14 20:00,60
3008A,2019/1/14 20:00,109
3009A,2019/1/14 20:00,80
3010A,2019/1/14 20:00,102
3012A,2019/1/14 20:00,44
3018A,2019/1/14 20:00,117
3020A,2019/1/14 20:00,126
3021A,2019/1/14 20:00,64
3022A,2019/1/14 20:00,69
3026A,2019/1/14 20:00,32
3034A,2019/1/14 20:00,13
3035A,2019/1/14 20:00,8
3036A,2019/1/14 20:00,76
3039A,2019/1/14 20:00,115
3046A,2019/1/14 20:00,42
3048A,2019/1/14 20:00,33
3051A,2019/1/14 20:00,116
3054A,2019/1/14 20:00,84
3057A,2019/1/14 20:00,66
3058A,2019/1/14 20:00,11
3059A,2019/1/14 20:00,116
3061A,2019/1/14 20:00,14
3064A,2019/1/14 20:00,101
3066A,2019/1/14 20:00,91
3131A,2019/1/14 20:00,6
3132A,2019/1/14 20:00,126
3134A,2019/1/14 20:00,56
3138A,2019/1/14 20:00,39
3139A,2019/1/14 20:00,35
3140A,2019/1/14 20:00,49
3141A,2019/1/14 20:00,64
3147A,2019/1/14 20:00,50
3149A,2019/1/14 20:00,58
3151A,2019/1/14 20:00,35
3153A,2019/1/14 20:00,46
3164A,2019/1/14 20:00,61
3169A,2019/1/14 20:00,103
3173A,2019/1/14 20:00,57
3178A,2019/1/14 20:00,96
3185A,2019/1/14 20:00,25
3187A,2019/1/14 20:00,56
3188A,2019/1/14 20:00,75
3190A,2019/1/14 20:00,49
3191A,2019/1/14 20:00,76
3194A,2019/1/14 20:00,50
3195A,2019/1/14 20:00,77
1001A,2019/1/14 21:00,11
1002A,2019/1/14 21:00,11
1003A,2019/1/14 21:00,11
1004A,2019/1/14 21:00,17
1005A,2019/1/14 21:00,12
1006A,2019/1/14 21:00,10
1007A,2019/1/14 21:00,9
1008A,2019/1/14 21:00,10
1009A,2019/1/14 21:00,11
1010A,2019/1/14 21:00,3
1011A,2019/1/14 21:00,17
1012A,2019/1/14 21:00,9
1015A,2019/1/14 21:00,83
1017A,2019/1/14 21:00,88
1018A,2019/1/14 21:00,106
1019A,2019/1/14 21:00,76
1021A,2019/1/14 21:00,84
1023A,2019/1/14 21:00,108
1024A,2019/1/14 21:00,109
1026A,2019/1/14 21:00,108
1027A,2019/1/14 21:00,101
1029A,2019/1/14 21:00,142
1030A,2019/1/14 21:00,111
1031A,2019/1/14 21:00,121
1032A,2019/1/14 21:00,134
1033A,2019/1/14 21:00,109
1034A,2019/1/14 21:00,123
1035A,2019/1/14 21:00,64
1036A,2019/1/14 21:00,133
1037A,2019/1/14 21:00,122
1038A,2019/1/14 21:00,117
1039A,2019/1/14 21:00,132
1040A,2019/1/14 21:00,122
1041A,2019/1/14 21:00,126
1042A,2019/1/14 21:00,118
1043A,2019/1/14 21:00,116
1044A,2019/1/14 21:00,113
1046A,2019/1/14 21:00,115
1047A,2019/1/14 21:00,67
1048A,2019/1/14 21:00,62
1049A,2019/1/14 21:00,60
1050A,2019/1/14 21:00,69
1051A,2019/1/14 21:00,142
1052A,2019/1/14 21:00,148
1053A,2019/1/14 21:00,140
1054A,2019/1/14 21:00,132
1055A,2019/1/14 21:00,130
1056A,2019/1/14 21:00,144
1057A,2019/1/14 21:00,5
1059A,2019/1/14 21:00,18
1060A,2019/1/14 21:00,6
1061A,2019/1/14 21:00,2
1062A,2019/1/14 21:00,9
1063A,2019/1/14 21:00,2
1064A,2019/1/14 21:00,5
1065A,2019/1/14 21:00,5
1066A,2019/1/14 21:00,6
1067A,2019/1/14 21:00,44
1068A,2019/1/14 21:00,60
1070A,2019/1/14 21:00,61
1071A,2019/1/14 21:00,117
1072A,2019/1/14 21:00,132
1073A,2019/1/14 21:00,122
1074A,2019/1/14 21:00,69
1075A,2019/1/14 21:00,80
1077A,2019/1/14 21:00,64
1078A,2019/1/14 21:00,93
1079A,2019/1/14 21:00,73
1080A,2019/1/14 21:00,102
1083A,2019/1/14 21:00,9
1084A,2019/1/14 21:00,22
1085A,2019/1/14 21:00,39
1086A,2019/1/14 21:00,30
1087A,2019/1/14 21:00,36
1088A,2019/1/14 21:00,31
1089A,2019/1/14 21:00,16
1090A,2019/1/14 21:00,14
1091A,2019/1/14 21:00,20
1092A,2019/1/14 21:00,10
1093A,2019/1/14 21:00,9
1094A,2019/1/14 21:00,13
1095A,2019/1/14 21:00,14
1096A,2019/1/14 21:00,12
1097A,2019/1/14 21:00,25
1098A,2019/1/14 21:00,77
1099A,2019/1/14 21:00,72
1100A,2019/1/14 21:00,65
1102A,2019/1/14 21:00,77
1103A,2019/1/14 21:00,71
1104A,2019/1/14 21:00,72
1105A,2019/1/14 21:00,67
1106A,2019/1/14 21:00,71
1108A,2019/1/14 21:00,82
1109A,2019/1/14 21:00,72
1110A,2019/1/14 21:00,45
1111A,2019/1/14 21:00,42
1112A,2019/1/14 21:00,63
1113A,2019/1/14 21:00,24
1114A,2019/1/14 21:00,36
1115A,2019/1/14 21:00,35
1116A,2019/1/14 21:00,80
1117A,2019/1/14 21:00,84
1118A,2019/1/14 21:00,48
1119A,2019/1/14 21:00,70
1120A,2019/1/14 21:00,79
1121A,2019/1/14 21:00,99
1122A,2019/1/14 21:00,84
1123A,2019/1/14 21:00,81
1124A,2019/1/14 21:00,46
1125A,2019/1/14 21:00,65
1126A,2019/1/14 21:00,78
1127A,2019/1/14 21:00,83
1128A,2019/1/14 21:00,61
1129A,2019/1/14 21:00,71
1130A,2019/1/14 21:00,78
1131A,2019/1/14 21:00,45
1132A,2019/1/14 21:00,81
1133A,2019/1/14 21:00,83
1134A,2019/1/14 21:00,84
1135A,2019/1/14 21:00,83
1136A,2019/1/14 21:00,83
1138A,2019/1/14 21:00,48
1139A,2019/1/14 21:00,84
1140A,2019/1/14 21:00,71
1141A,2019/1/14 21:00,80
1142A,2019/1/14 21:00,66
1143A,2019/1/14 21:00,74
1144A,2019/1/14 21:00,65
1145A,2019/1/14 21:00,66
1146A,2019/1/14 21:00,63
1147A,2019/1/14 21:00,71
1148A,2019/1/14 21:00,64
1149A,2019/1/14 21:00,48
1150A,2019/1/14 21:00,46
1151A,2019/1/14 21:00,66
1152A,2019/1/14 21:00,68
1153A,2019/1/14 21:00,72
1154A,2019/1/14 21:00,96
1155A,2019/1/14 21:00,74
1156A,2019/1/14 21:00,80
1157A,2019/1/14 21:00,75
1158A,2019/1/14 21:00,84
1159A,2019/1/14 21:00,68
1160A,2019/1/14 21:00,79
1161A,2019/1/14 21:00,103
1162A,2019/1/14 21:00,97
1163A,2019/1/14 21:00,91
1164A,2019/1/14 21:00,62
1165A,2019/1/14 21:00,93
1166A,2019/1/14 21:00,87
1167A,2019/1/14 21:00,79
1168A,2019/1/14 21:00,46
1169A,2019/1/14 21:00,47
1170A,2019/1/14 21:00,30
1171A,2019/1/14 21:00,48
1172A,2019/1/14 21:00,54
1173A,2019/1/14 21:00,97
1177A,2019/1/14 21:00,57
1178A,2019/1/14 21:00,52
1180A,2019/1/14 21:00,66
1181A,2019/1/14 21:00,68
1182A,2019/1/14 21:00,68
1186A,2019/1/14 21:00,57
1188A,2019/1/14 21:00,66
1189A,2019/1/14 21:00,87
1190A,2019/1/14 21:00,52
1191A,2019/1/14 21:00,58
1192A,2019/1/14 21:00,71
1193A,2019/1/14 21:00,58
1194A,2019/1/14 21:00,71
1195A,2019/1/14 21:00,50
1196A,2019/1/14 21:00,107
1200A,2019/1/14 21:00,105
1201A,2019/1/14 21:00,50
1203A,2019/1/14 21:00,45
1204A,2019/1/14 21:00,65
1205A,2019/1/14 21:00,50
1206A,2019/1/14 21:00,37
1207A,2019/1/14 21:00,35
1209A,2019/1/14 21:00,50
1210A,2019/1/14 21:00,60
1211A,2019/1/14 21:00,97
1212A,2019/1/14 21:00,76
1213A,2019/1/14 21:00,92
1214A,2019/1/14 21:00,87
1215A,2019/1/14 21:00,81
1216A,2019/1/14 21:00,88
1218A,2019/1/14 21:00,58
1220A,2019/1/14 21:00,60
1221A,2019/1/14 21:00,69
1223A,2019/1/14 21:00,66
1225A,2019/1/14 21:00,24
1226A,2019/1/14 21:00,73
1227A,2019/1/14 21:00,64
1228A,2019/1/14 21:00,74
1229A,2019/1/14 21:00,84
1230A,2019/1/14 21:00,76
1231A,2019/1/14 21:00,41
1232A,2019/1/14 21:00,74
1233A,2019/1/14 21:00,64
1234A,2019/1/14 21:00,80
1235A,2019/1/14 21:00,72
1236A,2019/1/14 21:00,89
1237A,2019/1/14 21:00,84
1239A,2019/1/14 21:00,70
1240A,2019/1/14 21:00,84
1241A,2019/1/14 21:00,68
1242A,2019/1/14 21:00,61
1243A,2019/1/14 21:00,64
1244A,2019/1/14 21:00,62
1245A,2019/1/14 21:00,62
1246A,2019/1/14 21:00,71
1247A,2019/1/14 21:00,72
1250A,2019/1/14 21:00,88
1252A,2019/1/14 21:00,58
1253A,2019/1/14 21:00,59
1255A,2019/1/14 21:00,38
1256A,2019/1/14 21:00,58
1257A,2019/1/14 21:00,65
1258A,2019/1/14 21:00,47
1259A,2019/1/14 21:00,11
1260A,2019/1/14 21:00,33
1262A,2019/1/14 21:00,65
1263A,2019/1/14 21:00,59
1264A,2019/1/14 21:00,47
1265A,2019/1/14 21:00,43
1266A,2019/1/14 21:00,45
1267A,2019/1/14 21:00,40
1268A,2019/1/14 21:00,41
1269A,2019/1/14 21:00,30
1270A,2019/1/14 21:00,50
1271A,2019/1/14 21:00,57
1272A,2019/1/14 21:00,47
1273A,2019/1/14 21:00,35
1274A,2019/1/14 21:00,62
1275A,2019/1/14 21:00,62
1276A,2019/1/14 21:00,59
1277A,2019/1/14 21:00,72
1278A,2019/1/14 21:00,82
1279A,2019/1/14 21:00,46
1280A,2019/1/14 21:00,54
1282A,2019/1/14 21:00,43
1283A,2019/1/14 21:00,36
1284A,2019/1/14 21:00,33
1285A,2019/1/14 21:00,24
1286A,2019/1/14 21:00,20
1287A,2019/1/14 21:00,25
1288A,2019/1/14 21:00,19
1290A,2019/1/14 21:00,40
1291A,2019/1/14 21:00,40
1292A,2019/1/14 21:00,18
1293A,2019/1/14 21:00,28
1294A,2019/1/14 21:00,42
1295A,2019/1/14 21:00,44
1296A,2019/1/14 21:00,20
1298A,2019/1/14 21:00,28
1299A,2019/1/14 21:00,91
1300A,2019/1/14 21:00,107
1301A,2019/1/14 21:00,122
1302A,2019/1/14 21:00,107
1303A,2019/1/14 21:00,115
1304A,2019/1/14 21:00,106
1305A,2019/1/14 21:00,117
1306A,2019/1/14 21:00,101
1307A,2019/1/14 21:00,48
1308A,2019/1/14 21:00,120
1309A,2019/1/14 21:00,142
1310A,2019/1/14 21:00,68
1311A,2019/1/14 21:00,94
1312A,2019/1/14 21:00,132
1313A,2019/1/14 21:00,85
1314A,2019/1/14 21:00,121
1315A,2019/1/14 21:00,151
1316A,2019/1/14 21:00,100
1317A,2019/1/14 21:00,115
1318A,2019/1/14 21:00,108
1319A,2019/1/14 21:00,110
1320A,2019/1/14 21:00,75
1321A,2019/1/14 21:00,90
1322A,2019/1/14 21:00,101
1323A,2019/1/14 21:00,101
1324A,2019/1/14 21:00,64
1325A,2019/1/14 21:00,52
1326A,2019/1/14 21:00,48
1327A,2019/1/14 21:00,49
1328A,2019/1/14 21:00,47
1329A,2019/1/14 21:00,38
1330A,2019/1/14 21:00,34
1331A,2019/1/14 21:00,42
1333A,2019/1/14 21:00,48
1334A,2019/1/14 21:00,22
1336A,2019/1/14 21:00,40
1337A,2019/1/14 21:00,51
1338A,2019/1/14 21:00,39
1339A,2019/1/14 21:00,46
1340A,2019/1/14 21:00,37
1341A,2019/1/14 21:00,52
1342A,2019/1/14 21:00,44
1343A,2019/1/14 21:00,42
1344A,2019/1/14 21:00,41
1345A,2019/1/14 21:00,116
1346A,2019/1/14 21:00,104
1348A,2019/1/14 21:00,115
1349A,2019/1/14 21:00,114
1350A,2019/1/14 21:00,125
1351A,2019/1/14 21:00,99
1352A,2019/1/14 21:00,128
1353A,2019/1/14 21:00,67
1354A,2019/1/14 21:00,99
1355A,2019/1/14 21:00,27
1356A,2019/1/14 21:00,25
1357A,2019/1/14 21:00,27
1358A,2019/1/14 21:00,108
1359A,2019/1/14 21:00,99
1360A,2019/1/14 21:00,32
1361A,2019/1/14 21:00,30
1362A,2019/1/14 21:00,110
1363A,2019/1/14 21:00,11
1364A,2019/1/14 21:00,9
1365A,2019/1/14 21:00,15
1366A,2019/1/14 21:00,68
1367A,2019/1/14 21:00,35
1368A,2019/1/14 21:00,56
1369A,2019/1/14 21:00,30
1370A,2019/1/14 21:00,46
1371A,2019/1/14 21:00,123
1372A,2019/1/14 21:00,117
1374A,2019/1/14 21:00,146
1375A,2019/1/14 21:00,133
1376A,2019/1/14 21:00,76
1377A,2019/1/14 21:00,84
1378A,2019/1/14 21:00,70
1379A,2019/1/14 21:00,108
1380A,2019/1/14 21:00,109
1381A,2019/1/14 21:00,85
1382A,2019/1/14 21:00,53
1383A,2019/1/14 21:00,115
1384A,2019/1/14 21:00,116
1385A,2019/1/14 21:00,48
1386A,2019/1/14 21:00,80
1387A,2019/1/14 21:00,66
1388A,2019/1/14 21:00,167
1389A,2019/1/14 21:00,80
1390A,2019/1/14 21:00,94
1391A,2019/1/14 21:00,120
1392A,2019/1/14 21:00,65
1393A,2019/1/14 21:00,73
1394A,2019/1/14 21:00,47
1395A,2019/1/14 21:00,39
1396A,2019/1/14 21:00,41
1397A,2019/1/14 21:00,85
1398A,2019/1/14 21:00,85
1399A,2019/1/14 21:00,32
1400A,2019/1/14 21:00,41
1508A,2019/1/14 21:00,36
1511A,2019/1/14 21:00,46
1512A,2019/1/14 21:00,42
1513A,2019/1/14 21:00,55
1514A,2019/1/14 21:00,48
1515A,2019/1/14 21:00,50
1518A,2019/1/14 21:00,58
1519A,2019/1/14 21:00,53
1520A,2019/1/14 21:00,51
1524A,2019/1/14 21:00,61
1559A,2019/1/14 21:00,50
1562A,2019/1/14 21:00,49
1564A,2019/1/14 21:00,20
1596A,2019/1/14 21:00,41
1597A,2019/1/14 21:00,46
1598A,2019/1/14 21:00,44
1599A,2019/1/14 21:00,33
1600A,2019/1/14 21:00,34
1601A,2019/1/14 21:00,22
1602A,2019/1/14 21:00,26
1603A,2019/1/14 21:00,32
1604A,2019/1/14 21:00,66
1605A,2019/1/14 21:00,63
1606A,2019/1/14 21:00,50
1607A,2019/1/14 21:00,86
1608A,2019/1/14 21:00,58
1609A,2019/1/14 21:00,81
1610A,2019/1/14 21:00,63
1611A,2019/1/14 21:00,24
1612A,2019/1/14 21:00,26
1613A,2019/1/14 21:00,32
1614A,2019/1/14 21:00,23
1616A,2019/1/14 21:00,95
1618A,2019/1/14 21:00,108
1619A,2019/1/14 21:00,105
1620A,2019/1/14 21:00,97
1621A,2019/1/14 21:00,101
1622A,2019/1/14 21:00,72
1624A,2019/1/14 21:00,71
1625A,2019/1/14 21:00,84
1627A,2019/1/14 21:00,77
1628A,2019/1/14 21:00,117
1629A,2019/1/14 21:00,117
1630A,2019/1/14 21:00,131
1631A,2019/1/14 21:00,126
1632A,2019/1/14 21:00,105
1633A,2019/1/14 21:00,127
1634A,2019/1/14 21:00,130
1635A,2019/1/14 21:00,112
1636A,2019/1/14 21:00,152
1637A,2019/1/14 21:00,71
1638A,2019/1/14 21:00,79
1639A,2019/1/14 21:00,84
1640A,2019/1/14 21:00,60
1641A,2019/1/14 21:00,84
1642A,2019/1/14 21:00,81
1643A,2019/1/14 21:00,84
1644A,2019/1/14 21:00,77
1645A,2019/1/14 21:00,67
1646A,2019/1/14 21:00,82
1648A,2019/1/14 21:00,105
1650A,2019/1/14 21:00,107
1652A,2019/1/14 21:00,106
1653A,2019/1/14 21:00,76
1654A,2019/1/14 21:00,79
1655A,2019/1/14 21:00,86
1656A,2019/1/14 21:00,80
1657A,2019/1/14 21:00,44
1658A,2019/1/14 21:00,116
1659A,2019/1/14 21:00,119
1660A,2019/1/14 21:00,102
1661A,2019/1/14 21:00,98
1662A,2019/1/14 21:00,30
1663A,2019/1/14 21:00,82
1664A,2019/1/14 21:00,73
1665A,2019/1/14 21:00,110
1666A,2019/1/14 21:00,96
1669A,2019/1/14 21:00,52
1670A,2019/1/14 21:00,59
1671A,2019/1/14 21:00,55
1672A,2019/1/14 21:00,28
1673A,2019/1/14 21:00,40
1674A,2019/1/14 21:00,30
1675A,2019/1/14 21:00,22
1676A,2019/1/14 21:00,18
1677A,2019/1/14 21:00,33
1678A,2019/1/14 21:00,22
1679A,2019/1/14 21:00,35
1690A,2019/1/14 21:00,19
1691A,2019/1/14 21:00,76
1692A,2019/1/14 21:00,59
1693A,2019/1/14 21:00,12
1694A,2019/1/14 21:00,21
1695A,2019/1/14 21:00,17
1696A,2019/1/14 21:00,44
1697A,2019/1/14 21:00,30
1698A,2019/1/14 21:00,19
1702A,2019/1/14 21:00,50
1703A,2019/1/14 21:00,78
1705A,2019/1/14 21:00,36
1706A,2019/1/14 21:00,34
1708A,2019/1/14 21:00,33
1709A,2019/1/14 21:00,44
1710A,2019/1/14 21:00,39
1711A,2019/1/14 21:00,39
1712A,2019/1/14 21:00,40
1713A,2019/1/14 21:00,74
1714A,2019/1/14 21:00,60
1718A,2019/1/14 21:00,52
1719A,2019/1/14 21:00,44
1720A,2019/1/14 21:00,39
1721A,2019/1/14 21:00,2
1723A,2019/1/14 21:00,8
1724A,2019/1/14 21:00,7
1725A,2019/1/14 21:00,12
1726A,2019/1/14 21:00,4
1727A,2019/1/14 21:00,90
1728A,2019/1/14 21:00,88
1730A,2019/1/14 21:00,60
1731A,2019/1/14 21:00,58
1733A,2019/1/14 21:00,108
1734A,2019/1/14 21:00,121
1735A,2019/1/14 21:00,112
1736A,2019/1/14 21:00,126
1737A,2019/1/14 21:00,108
1738A,2019/1/14 21:00,73
1739A,2019/1/14 21:00,89
1740A,2019/1/14 21:00,53
1741A,2019/1/14 21:00,76
1742A,2019/1/14 21:00,49
1743A,2019/1/14 21:00,39
1744A,2019/1/14 21:00,7
1745A,2019/1/14 21:00,10
1746A,2019/1/14 21:00,5
1748A,2019/1/14 21:00,83
1749A,2019/1/14 21:00,86
1750A,2019/1/14 21:00,78
1751A,2019/1/14 21:00,82
1752A,2019/1/14 21:00,82
1753A,2019/1/14 21:00,79
1754A,2019/1/14 21:00,60
1755A,2019/1/14 21:00,90
1756A,2019/1/14 21:00,70
1757A,2019/1/14 21:00,90
1758A,2019/1/14 21:00,86
1759A,2019/1/14 21:00,69
1761A,2019/1/14 21:00,71
1762A,2019/1/14 21:00,64
1763A,2019/1/14 21:00,53
1764A,2019/1/14 21:00,75
1765A,2019/1/14 21:00,62
1766A,2019/1/14 21:00,68
1767A,2019/1/14 21:00,43
1768A,2019/1/14 21:00,82
1769A,2019/1/14 21:00,70
1770A,2019/1/14 21:00,37
1771A,2019/1/14 21:00,50
1772A,2019/1/14 21:00,89
1773A,2019/1/14 21:00,56
1774A,2019/1/14 21:00,80
1775A,2019/1/14 21:00,62
1776A,2019/1/14 21:00,83
1778A,2019/1/14 21:00,15
1779A,2019/1/14 21:00,9
1780A,2019/1/14 21:00,7
1781A,2019/1/14 21:00,15
1782A,2019/1/14 21:00,6
1783A,2019/1/14 21:00,11
1784A,2019/1/14 21:00,65
1785A,2019/1/14 21:00,61
1786A,2019/1/14 21:00,68
1787A,2019/1/14 21:00,46
1788A,2019/1/14 21:00,75
1789A,2019/1/14 21:00,22
1790A,2019/1/14 21:00,40
1791A,2019/1/14 21:00,43
1792A,2019/1/14 21:00,60
1793A,2019/1/14 21:00,35
1794A,2019/1/14 21:00,78
1795A,2019/1/14 21:00,77
1796A,2019/1/14 21:00,90
1797A,2019/1/14 21:00,90
1798A,2019/1/14 21:00,81
1799A,2019/1/14 21:00,57
1800A,2019/1/14 21:00,89
1801A,2019/1/14 21:00,84
1802A,2019/1/14 21:00,55
1803A,2019/1/14 21:00,38
1804A,2019/1/14 21:00,68
1805A,2019/1/14 21:00,45
1806A,2019/1/14 21:00,6
1808A,2019/1/14 21:00,36
1809A,2019/1/14 21:00,29
1810A,2019/1/14 21:00,10
1811A,2019/1/14 21:00,91
1812A,2019/1/14 21:00,52
1814A,2019/1/14 21:00,77
1815A,2019/1/14 21:00,83
1816A,2019/1/14 21:00,76
1817A,2019/1/14 21:00,66
1818A,2019/1/14 21:00,76
1819A,2019/1/14 21:00,68
1820A,2019/1/14 21:00,69
1822A,2019/1/14 21:00,74
1824A,2019/1/14 21:00,43
1825A,2019/1/14 21:00,51
1826A,2019/1/14 21:00,47
1828A,2019/1/14 21:00,95
1829A,2019/1/14 21:00,98
1830A,2019/1/14 21:00,102
1831A,2019/1/14 21:00,60
1832A,2019/1/14 21:00,67
1833A,2019/1/14 21:00,68
1834A,2019/1/14 21:00,60
1835A,2019/1/14 21:00,121
1836A,2019/1/14 21:00,116
1838A,2019/1/14 21:00,126
1839A,2019/1/14 21:00,66
1840A,2019/1/14 21:00,54
1841A,2019/1/14 21:00,70
1842A,2019/1/14 21:00,38
1843A,2019/1/14 21:00,60
1844A,2019/1/14 21:00,44
1845A,2019/1/14 21:00,39
1847A,2019/1/14 21:00,27
1848A,2019/1/14 21:00,33
1849A,2019/1/14 21:00,44
1850A,2019/1/14 21:00,30
1851A,2019/1/14 21:00,18
1852A,2019/1/14 21:00,32
1854A,2019/1/14 21:00,32
1857A,2019/1/14 21:00,18
1959A,2019/1/14 21:00,110
1960A,2019/1/14 21:00,109
1961A,2019/1/14 21:00,96
1962A,2019/1/14 21:00,104
1963A,2019/1/14 21:00,120
1965A,2019/1/14 21:00,108
1966A,2019/1/14 21:00,88
1968A,2019/1/14 21:00,133
1969A,2019/1/14 21:00,84
1970A,2019/1/14 21:00,76
1971A,2019/1/14 21:00,88
1973A,2019/1/14 21:00,79
1974A,2019/1/14 21:00,61
1975A,2019/1/14 21:00,58
1976A,2019/1/14 21:00,59
1978A,2019/1/14 21:00,97
1979A,2019/1/14 21:00,48
1980A,2019/1/14 21:00,58
1981A,2019/1/14 21:00,65
1982A,2019/1/14 21:00,65
1983A,2019/1/14 21:00,60
1984A,2019/1/14 21:00,70
1985A,2019/1/14 21:00,98
1987A,2019/1/14 21:00,83
1988A,2019/1/14 21:00,72
1989A,2019/1/14 21:00,71
1990A,2019/1/14 21:00,46
1991A,2019/1/14 21:00,43
1992A,2019/1/14 21:00,45
1993A,2019/1/14 21:00,45
1994A,2019/1/14 21:00,49
1995A,2019/1/14 21:00,51
1996A,2019/1/14 21:00,41
1997A,2019/1/14 21:00,84
1998A,2019/1/14 21:00,57
1999A,2019/1/14 21:00,35
2000A,2019/1/14 21:00,39
2001A,2019/1/14 21:00,36
2002A,2019/1/14 21:00,92
2003A,2019/1/14 21:00,98
2004A,2019/1/14 21:00,50
2006A,2019/1/14 21:00,88
2007A,2019/1/14 21:00,81
2008A,2019/1/14 21:00,31
2010A,2019/1/14 21:00,42
2013A,2019/1/14 21:00,34
2014A,2019/1/14 21:00,61
2015A,2019/1/14 21:00,61
2017A,2019/1/14 21:00,62
2018A,2019/1/14 21:00,61
2019A,2019/1/14 21:00,50
2031A,2019/1/14 21:00,52
2054A,2019/1/14 21:00,27
2064A,2019/1/14 21:00,27
2065A,2019/1/14 21:00,30
2066A,2019/1/14 21:00,40
2067A,2019/1/14 21:00,46
2068A,2019/1/14 21:00,43
2069A,2019/1/14 21:00,47
2070A,2019/1/14 21:00,49
2074A,2019/1/14 21:00,34
2075A,2019/1/14 21:00,26
2160A,2019/1/14 21:00,48
2161A,2019/1/14 21:00,50
2162A,2019/1/14 21:00,55
2163A,2019/1/14 21:00,50
2164A,2019/1/14 21:00,51
2165A,2019/1/14 21:00,44
2166A,2019/1/14 21:00,16
2167A,2019/1/14 21:00,16
2168A,2019/1/14 21:00,17
2169A,2019/1/14 21:00,21
2170A,2019/1/14 21:00,23
2171A,2019/1/14 21:00,59
2173A,2019/1/14 21:00,47
2174A,2019/1/14 21:00,56
2179A,2019/1/14 21:00,79
2180A,2019/1/14 21:00,18
2181A,2019/1/14 21:00,25
2182A,2019/1/14 21:00,21
2189A,2019/1/14 21:00,10
2190A,2019/1/14 21:00,11
2191A,2019/1/14 21:00,4
2192A,2019/1/14 21:00,9
2197A,2019/1/14 21:00,12
2200A,2019/1/14 21:00,9
2201A,2019/1/14 21:00,4
2202A,2019/1/14 21:00,5
2203A,2019/1/14 21:00,2
2207A,2019/1/14 21:00,13
2208A,2019/1/14 21:00,6
2209A,2019/1/14 21:00,6
2210A,2019/1/14 21:00,6
2211A,2019/1/14 21:00,10
2212A,2019/1/14 21:00,80
2213A,2019/1/14 21:00,89
2214A,2019/1/14 21:00,90
2215A,2019/1/14 21:00,64
2216A,2019/1/14 21:00,86
2217A,2019/1/14 21:00,74
2218A,2019/1/14 21:00,91
2219A,2019/1/14 21:00,90
2220A,2019/1/14 21:00,11
2221A,2019/1/14 21:00,13
2222A,2019/1/14 21:00,12
2223A,2019/1/14 21:00,7
2224A,2019/1/14 21:00,82
2225A,2019/1/14 21:00,85
2226A,2019/1/14 21:00,89
2227A,2019/1/14 21:00,40
2228A,2019/1/14 21:00,38
2229A,2019/1/14 21:00,38
2230A,2019/1/14 21:00,72
2231A,2019/1/14 21:00,29
2232A,2019/1/14 21:00,61
2233A,2019/1/14 21:00,8
2234A,2019/1/14 21:00,11
2235A,2019/1/14 21:00,14
2236A,2019/1/14 21:00,17
2237A,2019/1/14 21:00,62
2238A,2019/1/14 21:00,71
2239A,2019/1/14 21:00,47
2241A,2019/1/14 21:00,56
2242A,2019/1/14 21:00,48
2243A,2019/1/14 21:00,62
2244A,2019/1/14 21:00,47
2245A,2019/1/14 21:00,63
2246A,2019/1/14 21:00,62
2247A,2019/1/14 21:00,24
2248A,2019/1/14 21:00,50
2249A,2019/1/14 21:00,36
2250A,2019/1/14 21:00,43
2251A,2019/1/14 21:00,21
2252A,2019/1/14 21:00,30
2253A,2019/1/14 21:00,20
2255A,2019/1/14 21:00,38
2256A,2019/1/14 21:00,75
2257A,2019/1/14 21:00,46
2258A,2019/1/14 21:00,70
